crefo	date	node
3230012865	2019-01-29T00:52:21Z	Umwelt-/Öko-Norm DIN EN ISO 14001:2004
2030194842	2019-09-22T13:17:07Z	"DLR-Institutsleiterin Lenz in Mission-Board ""Climate-Neutral and Smart Cities"" der Europäischen Kommission berufen"
2030194842	2019-01-21T18:54:04Z	DLR-Szenarien für Energie und Mobilität zeigen, wie sich globale Klimaschutzziele erreichen lassen
2030194842	2019-12-28T09:17:32Z	Junge Forschende aus 18 Nationen arbeiten zusammen am gemeinschaftlichen Entwurf für ein klimaneutrales Flugzeug
2030194842	2019-12-28T09:17:32Z	Auf der ganzen Welt arbeiten junge Wissenschaftlerinnen und Wissenschaftler an einem gemeinsamen Ziel: das klimaneutrale Fliegen bis zum Jahr 2050 möglich zu machen. Und alle haben dasselbe Problem: Einzeln können sie nur einen sehr kleinen Teil der Herausforderung beantworten und benötigen dabei die Unterstützung von vielen anderen Technologien.
2030194842	2019-10-13T14:03:03Z	"Am 4. Oktober 2019 diskutierten etwa 70 Schülerinnen beim ersten ""Internationalen Schülerinnenkongress zu Energie und Verantwortung"" mit Expert*innen aus der Wissenschaft über Klimaschutz, Energieversorgung, CO2-Vermeidung und Nachhaltigkeit. ""Diese Themen prägen die aktuellen Diskussionen in Öffentlichkeit und Schule und stellen wichtige Aspekte im Leben junger Menschen dar"", betont Tobias Schüttler, Leiter des DLR_School_Labs Oberpfaffenhofen. Die Veranstaltung fand im Deutschen Raumfahrtkontrollzentrum des Deutschen Zentrums für Luft- und Raumfahrt (DLR) statt."
2030194842	2019-09-26T18:11:33Z	"""Große Passagierflugzeuge werden auf absehbare Zeit noch mit konventionellen Antrieben fliegen. Es gehört jedoch zu den großen Herausforderungen der nächsten Jahrzehnte, die Elektromobilität in die Luft zu bringen und den Luftverkehr der Zukunft CO2-neutral zu machen"", beschreibt Prof. André Thess, Leiter des DLR-Instituts für Technische Thermodynamik. ""Unser Ziel ist es, den Brennstoffzellen-Antriebstrang weiter zu verbessern und ihn langfristig auch in Regionalflugzeugen mit bis zu 19 Passagieren zum Einsatz zu bringen."" Zum Thema elektrisches Fliegen ist das DLR zudem gemeinsam mit den Industrieunternehmen Airbus Group und Siemens, 20 Universitätsinstituten und weiteren Helmholtz-Zentren in der Helmholtz-Initiative"
2030194842	2019-09-22T10:50:14Z	"DLR-Institutsleiterin Lenz in Mission-Board ""Climate-Neutral and Smart Cities"" der Europäischen Kommission berufen  -  DLR Portal"
2030194842	2019-09-22T10:50:14Z	"Klimawandel und die klimafreundlich agierende Gesellschaft, intelligente Städte, gesunde Ozeane und Agrarflächen, Krebs im Fokus der Gesundheitsforschung – fünf greifbare Themen mit wichtigen Problemen und Herausforderungen der Gegenwart schnürte der EU-Kommissar für Forschung, Wissenschaft und Innovation, Carlos Moedas, zu Missionen als neues Strukturelement für das nächste EU Rahmenprogramm für Forschung und Innovation (Horizon Europe). Zur Beratung für diesen neuen Ansatz hat die europäische Kommission mit hochkarätigen Experten aus Wissenschaft, Industrie und Gesellschaft besetzte Mission-Boards eingerichtet. Forschungskommissar Moedas teilte am 30. Juli 2019 mit, dass Prof. Dr. Barbara Lenz, Leiterin des Instituts für Verkehrsforschung am Deutschen Zentrum für Luft- und Raumfahrt (DLR), Mitglied des Mission-Boards ""Climate-Neutral and Smart Cities"" wird."
2030194842	2019-09-22T11:48:41Z	"""Mehr Personen für das Zugfahren zu begeistern und mehr Güter auf der Schiene zu transportieren, kann einen substanziellen Beitrag für den Klimaschutz leisten. Um das zu erreichen, müssen wir an vielen Stellschrauben drehen: Infrastruktur, Antriebe, Fahrzeuge, Komfort, Mobilitätskonzepte und Geschäftsmodelle"", erklärt Prof. Dr. Karsten Lemmer, Vorstand für Energie und Verkehr im DLR."
2030194842	2019-09-22T16:38:32Z	Bei Solarturmkraftwerken wird die Sonnenstrahlung von vielen einzelnen Spiegeln gebündelt und auf einen Punkt an der Spitze eines Turmes gelenkt, den sogenannten Receiver. Dort wird ein zirkulierendes Wärmespeichermedium auf Betriebstemperaturen von rund 560 Grad Celsius erhitzt. Die Wärme wird anschließend genutzt, um Wasserdampf zu erzeugen, der Turbinen antreibt und CO2-frei elektrischen Strom produziert. Das DLR forscht daran, die Temperatur auf über 700 Grad zu erhöhen. Ziel ist es dabei, die Effizienz der Stromerzeugung zu verbessern - und damit ihre Kosten zu senken.
2030194842	2019-09-22T15:38:21Z	(Sustainable Development Goals, zu dt.: Nachhaltigkeitsziele) ein. Im Rahmen dieses Vorhabens werden Kompetenzen und Forschungsergebnisse des DLR systematisch erfasst, die für den Technologie- und Wissensbedarf der Agenda 2030 und assoziierter Abkommen, so dem Paris Agreement, relevant sind. Dabei sind Ergebnisse und Verwertungsbeispiele in den Bereichen Globaler Wandel, Humanitäre Hilfe und Klimaschutz von besonderer Bedeutung.
