crefo	date	node
3230012865	2020-09-22T22:57:48Z	Umwelt-/Öko-Norm DIN EN ISO 14001:2015
3230012865	2020-09-23T00:07:14Z	Environment-/Eco-Norm DIN EN ISO 14001:2015
6050108507	2020-11-13T06:42:13Z	Ziel 3: Bis 2040 wird Merck klimaneutral und reduziert seinen Ressourcenverbrauch.
6050108507	2020-11-18T23:33:46Z	Unseren ganzheitlichen Ansatz zum Thema Klimaschutz erörtern unsere Umweltexperten Cheryl McClellan und Gerd Vollmer ...
6050108507	2020-03-06T17:01:19Z	Climate action
6050108507	2020-03-06T17:01:19Z	#             Climate protection
6050108507	2020-12-14T01:12:23Z	#             Climate action
6050108507	2020-11-01T17:19:51Z	Environmental certification according to ISO 14001:2015
6050108507	2020-11-01T17:19:51Z	SDG 13: Climate action
6050108507	2020-11-01T17:19:51Z	Employees and climate action
6050108507	2020-11-01T17:19:51Z	# Climate action
6050108507	2020-11-18T15:36:20Z	Goal 3: By 2040, Merck will achieve climate neutrality and reduce its resource consumption.
6050108507	2020-11-18T16:01:04Z	Environment specialists, Cheryl McClellan and Gerd Vollmer, discuss our holistic approach to climate action...
2030194842	2020-09-22T06:18:57Z	Das zukünftige Energieversorgungssystem Deutschlands wird sich vom heutigen deutlich unterscheiden. Das F&E - Programm ECOFLEX-turbo liefert mit seinen Verbundprojekten wichtige Beiträge zur Umsetzung der Energiewende, so dass Deutschland mit einem hohen Maß an Versorgungssicherheit, mit wirksamen Klimaschutzmaßnahmen und einer wirtschaftlich tragfähigen Energieversorgung ein wettbewerbsfähiger Industriestandort bleibt.
2030194842	2020-08-15T06:05:04Z	Volatile, erneuerbare Nutzenergieerzeugung muss daher durch zuverlässige, jederzeit abrufbare durch entsprechende fossil basierte Energiebereitstellung ergänzt werden. Hier nehmen Turbomaschinen als Schlüsselkomponenten thermischer Stromerzeugungsanlagen eine entscheidende Rolle ein, da sie in der Lage sind, schnell und zuverlässig Nutzenergie in Form von Strom und Wärme bereit zu stellen. Durch die Befeuerung mit erneuerbaren Brennstoffen, wie zum Beispiel mittels Elektrolyse erzeugtem Wasserstoff, haben Gasturbinen sogar das Potential ebenfalls klimaneutral Nutzenergie zur Verfügung zu stellen.
2030194842	2020-08-15T06:05:04Z	Daher ist es das Ziel der AG Turbo, die Turbomaschinentechnologie, die eine tragende Säule der Energieversorgung darstellt, so weiter zu entwickeln, dass diese Aufgabe möglichst umwelt- und klimafreundlich gelöst werden kann. Dazu gilt es, die Turbomaschinen möglichst robust zu entwickeln, so dass sie lastflexibel die erneuerbaren Energien komplementär ergänzen können und gleichzeitig brennstoffflexibel sind, um zukünftig selbst einen CO2-freien Betrieb zu ermöglichen.
2030194842	2020-08-15T11:09:44Z	Forschung für CO2-freie Turbinen
2030194842	2020-11-26T18:41:15Z	Der Hochdruck Brennkammertest Prüfstand 2 (HBK 2) wird als Forschungsplattform für Validierungen von Brennkammertechnologien der nächsten Generation genutzt. Ziel ist es Partnern des Instituts eine Beschleunigung des Entwicklungszyklus für die Gasturbinenkomponente Brennkammer zum Einsatz in fliegenden Triebwerken und Kraftwerksturbinen zu ermöglichen. Hierzu bündelt das Institut seine Kernkompetenz „Validierungsarbeiten von Brennkammertechnologien bis zu 40bar“ und seine Spitzenforschung „fortgeschrittene minimal-invasive Messmethoden“ zu einem weltweit einmaligen Leistungsmerkmal. In Kooperation mit Forschungspartnern bietet das DLR Expertise und Anlagenausstattung, um den Stand der Wissenschaft zur Diagnose von Verbrennungsprozessen fortzuentwickeln. Gesellschaftliche Anforderungen zu Klimaschutz und Energiewende fordern in den nächsten 10Jahren eine Intensivierung der Forschung, die mittels der modernisierten Forschungsplattform HBK2 zu einer Beschleunigung von Entwicklungsprozessen für Brennkammertechnologie führt.
2030194842	2020-11-30T20:06:47Z	Im Januar 2010 drehten sich allein in Deutschland Windkraftanlagen mit einer installierten Leistung von 25.777 Megawatt. Knapp acht Prozent des deutschen Bruttostromverbrauchs kann so klimaneutral gedeckt werden. Da die windstarken Flächen an Land beschränkt sind, drängen große und kleine Stromerzeuger nun auf das offene Meer. Doch sind Offshore-Windparks tatsächlich viel effizienter?
2410028239	2020-07-12T11:34:22Z	In vielen Erdölfeldern befinden sich heute noch große Mengen dieses wertvollen Rohstoffes unter der Erde. Ob Kleidung, Medizin, Möbel, Gebäude oder Computer und Smartphones – Erdöl ist in fast allen Produkten unseres alltäglichen Lebens enthalten. Unser Lebensstandard wäre ohne diesen Bodenschatz undenkbar. Auch Erdgas werden wir mit Hilfe moderner Technik noch viele Jahre in Deutschland fördern können. Und das aus gutem Grund: Denn erneuerbare Energie und Erdgas passen zusammen. Bevölkerung und Wirtschaft müssen sich darauf verlassen können, dass sichere und bezahlbare Energie verfügbar ist, trotz schwankender Einspeisemengen und noch geringen Speichermöglichkeiten von erneuerbaren Energien. Mit Hilfe effizienter Gaskraftwerke hat Erdgas eine gute CO2-Bilanz.
2010449452	2020-03-20T10:02:59Z	Klimaschutzzertifikat
5250219421	2020-12-30T04:22:24Z	Turmeric Powder Machines, Chilli Powder Making Machines, Machineries, Manufacturer, Exporter, Supplier, Kolhapur, Maharashtra, IndiaAbout Tableting Machine India - Sonus,At the end, lower punch will expand to eject the tablet from tablet machines. Leading Suppliers Of Tableting Machines India. We are the leading tablet machine manufacturers and exporters based in India selling wide range of equipment that has the capability to produce tablets from 250,000 to more than 1,000,000 every hour.Mespack India - Packaging Machine,Mespack India - We are India's Leading Packaging Machines Manufacturers . A flexible packaging machine offers far more benefits over the traditional rigid packaging machinery solutions. Apart from allowing the companies to save on storage and shipping, it also produces reduced carbon footprint which is good for the environment.
2012156899	2020-07-14T09:23:17Z	"Unser Mutterkonzern ENGIE ist globaler Vorreiter für CO2-neutrale Energielösungen und Dienstleistungen. Um auf den globalen Klimawandel zu reagieren, hat sich der Konzern zum Ziel gesetzt, weltweit führend in der CO2-neutralen Energiewende ""as a Service"" für unsere Kunden, insbesondere Unternehmen und Kommunen, zu werden. ENGIE stützt sich auf sein Kerngeschäft (erneuerbare Energien, Gas, Dienstleistungen), um wettbewerbsfähige und maßgeschneiderte Lösungen anzubieten."
2012156899	2020-08-06T16:46:36Z	Die Storengy Deutschland GmbH gehört zu den größten Erdgasspeicherunternehmen Deutschlands. Sie ist ein Tochterunternehmen der Storengy SAS, die im ENGIE-Konzern dessen weltweite Gasspeicheraktivitäten bündelt. In Europa ist Storengy Markt­füh­rer für Spei­cher­dienst­leis­tun­gen ­– Planung, Bau und Betrieb von Speicheranlagen sowie die Vermarktung von Gasspeicherkapazitäten gehören zum Kerngeschäft. Die Storengy Deutschland GmbH betreibt über ihre 100%ige Tochter, die Storengy Deutschland Betrieb GmbH, deutschlandweit sechs Gasspeicher und ist auch in der Betriebsführung von Standorten Dritter erfolgreich tätig. Firmensitz in Deutschland ist Berlin. Als innovativer Partner für eine CO2-freie Energiewende stellt die Storengy ihre Expertise weltweit zahlreichen Partnern zur Verfügung, um Geothermieprojekte (Wärme- und Stromproduktion) sowie Energiespeicher- und Power-to-X-Lösungen zu entwickeln.
2012156899	2020-11-25T11:38:16Z	Storengy betreibt Industrieanlagen in Frankreich, Deutschland und Großbritannien und ist somit auf wichtigen europäischen Kernmärkten vertreten. Das Unternehmen ist überzeugt davon, dass der Übergang zur Klimaneutralität nur gemeinsam erreicht werden kann und verfolgt bei diesem Engagement einen länderübergreifenden Ansatz.
2012156899	2020-11-26T21:03:04Z	Storengy Deutschland möchte die Wärmwende voranbringen und so einen Beitrag zur Klimaneutralität leisten. Die Förderung von geothermischer Energie spiele dabei eine entscheidende Rolle. Denn diese sei leistungsstark, CO2-neutral sowie konstant verfügbar, wie Daniel Mercer, Bereichsleiter Business Development Storengy Deutschland, betont.
2012156899	2020-08-06T16:37:59Z	Die Storengy Deutschland GmbH gehört zu den größten Erdgasspeicherunternehmen Deutschlands. Sie ist ein Tochterunternehmen der Storengy SAS, die im ENGIE-Konzern dessen weltweite Gasspeicheraktivitäten bündelt. In Europa ist Storengy Marktführer für Speicherdienstleistungen – Planung, Bau und Betrieb von Speicheranlagen sowie die Vermarktung von Gasspeicherkapazitäten gehören zum Kerngeschäft. Die Storengy Deutschland GmbH betreibt über ihre 100%ige Tochter, die Storengy Deutschland Betrieb GmbH, deutschlandweit sechs Gasspeicher und ist auch in der Betriebsführung von Standorten Dritter erfolgreich tätig. Firmensitz in Deutschland ist Berlin. Als innovativer Partner für eine CO2-freie Energiewende stellt die Storengy ihre Expertise weltweit zahlreichen Partnern zur Verfügung, um Geothermieprojekte (Wärme- und Stromproduktion) sowie Energiespeicher- und Power-to-X-Lösungen zu entwickeln.
2012156899	2020-08-06T15:24:25Z	Die Storengy Deutschland GmbH gehört zu den größten Erdgasspeicherunternehmen Deutschlands. Sie ist ein Tochterunternehmen der Storengy SAS, die im ENGIE-Konzern dessen weltweite Gasspeicheraktivitäten bündelt. In Europa ist Storengy Marktführer für Spei-cherdienstleistungen – Planung, Bau und Betrieb von Speicheranlagen sowie die Vermarktung von Gasspeicherkapazitäten gehören zum Kerngeschäft. Die Storengy Deutschland GmbH betreibt über ihre 100%ige Tochter, die Storengy Deutschland Betrieb GmbH, deutschlandweit sechs Gasspeicher und ist auch in der Betriebsführung von Standorten Dritter erfolgreich tätig. Firmensitz in Deutschland ist Berlin. Als innovativer Partner für eine CO2-freie Energiewende stellt die Storengy ihre Expertise weltweit zahlreichen Partnern zur Verfügung, um Geothermieprojekte (Wärme- und Stromproduktion) sowie Energiespeicher- und Power-to-X-Lösungen zu entwickeln.
2012156899	2020-08-06T17:11:21Z	We are very confident regarding the potential of those areas, in order to develop carbon-free projects, which are at the heart of our strategy.
2012156899	2020-07-14T14:13:13Z	Ob Projektenwickler, öffentliche Hand oder Genossenschaft – wenn neue, hocheffiziente oder klimaneutrale Gebäude in Neubau oder Bestand entwickelt werden, sollten Sie uns einbinden – so früh wie möglich. Geothermische Heizung- und Kühlung kann Komfort und Energiekosten häufig entscheidend positiv beeinflussen.
2012156899	2020-07-16T20:21:03Z	die Errichtung eines CO² freien- oder armen Nahwärmenetzes für einen ehemaligem Kasernenstandort. Hierbei wird Solarthermie in einen Erdsondenspeicher eingelagert und im Winter über Wärmepumpen dem Nahwärmenetz wieder zur Verfügung gestellt.
2012156899	2020-07-15T07:30:08Z	"Our parent company ENGIE is a global pioneer for CO2-neutral energy solutions and services. In order to respond to global climate change, the Group has set itself the goal of becoming a global leader in CO2-neutral energy system transformation ""as a service"" for our customers, especially companies and municipalities. ENGIE relies on its core business (renewable energies, gas, services) to offer competitive and tailor-made solutions."
2012156899	2020-11-23T17:01:19Z	Storengy operates industrial plants in France, Germany and the UK, and is therefore represented in important European core markets. The company is convinced that the transition to climate neutrality can only be achieved together and is pursuing a cross-national approach in attaining this commitment.
2012156899	2020-07-15T16:04:07Z	In cooperation with Géodénergies, a scientific advocate for carbon-free energy, and the Institut d'Excellence pour la Transition Energétique (ITE), this project is being carried out by a consortium consisting of the Armines research facility, the Ineris centre of excellence for industrial safety and environmental protection, the Bureau de recherches géologiques et minières (BRGM), Air Liquide, Geostock, Brouard Consulting and Storengy.
2012156899	2020-07-14T14:14:09Z	Whether project developers, public authorities or cooperatives - if new, highly efficient or climate-neutral buildings are to be developed in new or existing buildings, you should involve us as early as possible. Geothermal heating and cooling can often have a decisive positive effect on comfort and energy costs.
5170000916	2020-08-04T20:06:36Z	Klimapositive Gebäude – was zeichnet die klimaneutralen Häuser aus?
5170000916	2020-08-06T21:43:20Z	Seit dem 1. Januar 2020 können Sie dank des Gesetzes zur Umsetzung des Klimaschutzprogramms 2020 auch Kosten für
5170000916	2020-08-13T05:28:26Z	Die EnEV (Energiesparverordnung) wurde erlassen, um die Klimaschutzziele zu erreichen und den Energieverbrauch zu senken. Grund dafür ist der hohe Ressourcenverbrauch im Eigenheim. Circa ein Drittel der CO2-Emissionen und ungefähr 40 Prozent des Energieverbrauchs entfallen laut Verbraucherzentrale auf Eigenheime. Damit ist hier ein hohes Energie-Einsparpotenzial vorhanden, das nicht nur der Umwelt, sondern auch den Eigentümern zugutekommt.
5170000916	2020-08-13T06:35:55Z	Die Bundesregierung hat es sich zum Ziel gesetzt, den Primärenergieverbrauch in Deutschland bis zum Jahr 2020 um 20 Prozent gegenüber 2008 zu senken. Bis 2050 soll dieser Wert bei 50 Prozent liegen. Ein großer Anteil des Energieverbrauchs, etwa 40 Prozent, entfällt dabei auf Gebäude. Durch eine unzureichende Isolierung am Dach können bis zu 20 Prozent der aufgewendeten Heizenergie entweichen. Ein energieeffizientes Gebäude mit einer dichten Gebäudehülle ermöglicht dagegen, dass so wenig Wärme wie möglich über das Dach oder die Wände nach außen dringen kann. Es lohnt sich daher für Sie, eine Dachsanierung durchzuführen und sie mit KfW-Fördermitteln zu finanzieren. Sie leisten einen wichtigen Beitrag zum Klimaschutz und senken dauerhaft Ihre Heizkosten.
5170000916	2020-08-13T05:19:30Z	Weil Bestimmungen und Anforderungen für den Klimaschutz anspruchsvoller geworden sind, gibt es inwischen verschiedene Möglichkeiten diemoderne Fassadezu dämmen. Dämmstoffe beispielsweise können aus mehreren Materialien bestehen, unter denen Sie auswählen können.
5170000916	2020-09-18T14:27:35Z	Um die selbst gesteckten, sehr ambitionierten Ziele in Sachen Klimaschutz zu erreichen, unternimmt der Staat einige Anstrengungen. Unter anderem werden über die Kreditanstalt für Wiederaufbau (KfW) Bauvorhaben gefördert, die auf einen besonders geringen Energieverbrauch ausgerichtet sind. Aber auch Einzelmaßnahmen, die zur Verbesserung der Energiebilanz von Bestandsgebäuden führen, werden als förderwürdig erachtet. Neben Zuschüssen sind für Einzelmaßnahmen wie das Dämmen der Fassadeauch zinsgünstige Kredite verfügbar.
5170000916	2020-08-06T21:36:13Z	Klimapositive Gebäude – was zeichnet die klimaneutralen Häuser aus? - Rathscheck Schiefer
5170000916	2020-08-06T21:36:13Z	"{""@context"":""https://schema.org"",""@graph"":[{""@type"":""WebSite"",""@id"":""https://www.rathscheck.de/#website"",""url"":""https://www.rathscheck.de/"",""name"":""Rathscheck Schiefer"",""description"":"""",""potentialAction"":[{""@type"":""SearchAction"",""target"":""https://www.rathscheck.de/?s={search_term_string}"",""query-input"":""required name=search_term_string""}],""inLanguage"":""de-DE""},{""@type"":""ImageObject"",""@id"":""https://www.rathscheck.de/magazin/klimapositive-gebaeude-was-zeichnet-die-klimaneutralen-haeuser-aus/#primaryimage"",""inLanguage"":""de-DE"",""url"":""https://www.rathscheck.de/wp-content/uploads/2020/05/Klimapositiv-fassade-schiefer.png"",""width"":1653,""height"":932},{""@type"":""WebPage"",""@id"":""https://www.rathscheck.de/magazin/klimapositive-gebaeude-was-zeichnet-die-klimaneutralen-haeuser-aus/#webpage"",""url"":""https://www.rathscheck.de/magazin/klimapositive-gebaeude-was-zeichnet-die-klimaneutralen-haeuser-aus/"",""name"":""Klimapositive Geb\u00e4ude \u2013 was zeichnet die klimaneutralen H\u00e4user aus? - Rathscheck Schiefer"",""isPartOf"":{""@id"":""https://www.rathscheck.de/#website""},""primaryImageOfPage"":{""@id"":""https://www.rathscheck.de/magazin/klimapositive-gebaeude-was-zeichnet-die-klimaneutralen-haeuser-aus/#primaryimage""},""datePublished"":""2020-05-18T14:11:25+00:00"",""dateModified"":""2020-05-18T14:14:59+00:00"",""description"":""Klimaneutrale Geb\u00e4ude gehen weit \u00fcber die Anspr\u00fcche der Nachhaltigkeit hinaus. Sie sparen nicht nur Energie, sondern produzieren gen\u00fcgend Strom, dass sie ihren eigenen Bedarf decken und dar\u00fcber hinaus Strom ins Stromnetz einspeisen k\u00f6nnen. Der DGNB hat mehrere produktive Immobilien ausgezeichnet."",""inLanguage"":""de-DE"",""potentialAction"":[{""@type"":""ReadAction"",""target"":[""https://www.rathscheck.de/magazin/klimapositive-gebaeude-was-zeichnet-die-klimaneutralen-haeuser-aus/""]}]}]}"
5170000916	2020-08-06T21:36:13Z	Klimaneutrale Gebäude gehen weit über die Ansprüche der Nachhaltigkeit hinaus. Sie sparen nicht nur Energie, sondern produzieren genügend Strom, dass sie ihren eigenen Bedarf decken und darüber hinaus Strom ins Stromnetz einspeisen können. Der DGNB hat mehrere produktive Immobilien ausgezeichnet.
5170000916	2020-08-06T21:36:13Z	die Auszeichnung „klimapositiv“.
5170000916	2020-08-06T21:36:13Z	klimaneutrales Gebäude
5170000916	2020-08-06T21:36:13Z	Klimaneutrales Haus – Was wird darunter verstanden?
5170000916	2020-08-06T21:36:13Z	Ja, klimaneutrale Häuser existieren und die Deutsche Gesellschaft für nachhaltiges Bauen hat sie bereits als „klimapositiv“ ausgezeichnet. Die DGNB beurteilt hierbei, wie viele
5170000916	2020-08-06T21:36:13Z	entstehen. Davon werden die CO2-Emissionen abgezogen, die durch die eigene Energieproduktion und den Energie-Export des Gebäudes nicht entstehen. Drei Faktoren spielen bei dem Label „klimapositiv“ eine entscheidende Rolle:
5170000916	2020-08-06T21:36:13Z	Klimaneutrales Haus – Beispiele
5170000916	2020-08-06T21:36:13Z	klimapositive Zukunft
5170000916	2020-08-06T21:36:13Z	Klimapositivität für Mehrfamilienhäuser eine Vorbildfunktion
5170000916	2020-08-06T21:36:13Z	sichergestellt. Die Dachanlage produziert 250 MWh. Die Anlage an der Fassade produziert nur 55 MWh, trägt aber ebenfalls einen entscheidenden Anteil zur Klimaneutralität des Gebäudes bei. Jeder Wohnung steht ein bestimmter Energie-Anteil zur Verfügung, der im Mietpreis mit inbegriffen ist. Verbraucht der jeweilige Mieter mehr, muss er die zusätzlichen Kosten selbst zahlen. Jeder Mieter kann seinen Verbrauch und die Stromproduktion jedoch anhand eines Displays genau nachverfolgen und dementsprechend regulieren.
5170000916	2020-08-06T21:36:13Z	Eine Lithium-Eisen-Phosphat-Batterie im Keller des klimaneutralen Hauses dient als Stromspeicher, der überschüssige Energie aufnimmt, die von dem Stadthaus gerade nicht benötigt wird. Die Batterie weist eine Kapazität von 250 MWh auf. Alles, was an Strom darüber hinaus produziert wird, leitet das System an die Car-Sharing-Station weiter. Benötigt die Station den Strom ebenfalls nicht, wird die Energie ins Stromnetz eingespeist.
5170000916	2020-08-06T21:36:13Z	Mit dem Motto „elobau goes green“ hat sich der Hersteller von Sensortechnik Elobau GmbH schon 2009 dafür entschieden, wichtige Schritte Richtung Klimaneutralität zu wagen. Im Zuge dessen wurde schon 2012 ein
5170000916	2020-08-06T21:36:13Z	CO2-neutraler Anbau für eines der Werke gebaut
5170000916	2020-08-06T21:36:13Z	von 1.400 Quadratmetern erzeugt mehr Energie, als das klimaneutrale Haus benötigt. Die Dämmstärken wurden optimiert und die Immobilie wurde mit den passenden Heiz- und Kühlanlagen ausgestattet. Fenster und Oberlichter sind auf eine Weise ausgerichtet, dass das Tageslicht ideal genutzt werden kann. Die restliche Beleuchtung besteht aus energiesparenden LED-Leuchten, die sich zudem dem Tageslichtverhältnissen anpassen. Wärme erzeugt das Gebäude mittels Biogas, das wiederum aus Speiseresten stammt. Das Logistikzentrum erzeugt mit diesen kombinierten Maßnahmen im Jahr etwa das 2,6-fache seines Energiebedarfs.
5170000916	2020-08-06T21:36:13Z	Die Photovoltaik-Anlage auf dem Dach sorgt für den Hauptanteil an Energie, welche die Bank benötigt. Eine sogenannte Betonkernaktivierung wird für die Heizung und für die Regulierung der Innentemperaturen genutzt. Die thermische Energie, die Wände und Decken absorbieren, wird dabei für die Kühlung oder für das Heizen genutzt. Wasser, das durch ein Rohrsystem in den Decken und Wänden zirkuliert, dient dabei als Energieträger, der Wärme zum Kühlen aufnimmt oder zum Heizen abgibt. Die Lüftung des klimaneutralen Gebäudes erfolgt ohne technische Hilfsmittel einfach über die Fenster.
