crefo	date	node
3230012865	2011-08-10T13:09:26Z	Environment-/Eco-Norm DIN EN ISO 14001
6050108507	2011-01-26T06:48:53Z	Als Beitrag zum Klimaschutz hat sich Merck ein ambitioniertes Ziel gesetzt: Bis zum Jahr 2020 wollen wir unsere gesamten (direkten                                  und indirekten) CO2-Emissionen um 20 Prozent verringern – gemessen am Stand von 2006. Dazu koppeln wir unsere gesamten Aktivitäten                                  mit Initiativen, die auf eine Verringerung bei Energieverbrauch, Emissionen und Abfallprodukten bei gleichzeitig höherem Leistungsgrad                                  abzielen. Diese Maßnahmen reichen vom Ausschalten nicht benötigter Lichtquellen über die Verwendung von Recyclingpapier für                                  die meisten Druckaufgaben bis zum Einkauf grüner Energie aus erneuerbaren Ressourcen und der Modernisierung von Heiz- und                                  Kühlsystemen an unseren größeren Standorten.
6050108507	2011-01-26T06:48:53Z	Bis Mitte 2009 entsprachen 28 unserer 54 Produktionsstandorte der internationalen Umweltmanagementnorm ISO 14001 oder einer                                  vergleichbaren Vorgabe.
6050108507	2011-01-06T17:06:19Z	Im Rahmen Ihrer Abschlussarbeit soll die Nachhaltigkeit der                                           organischen Photovoltaik untersucht werden. Hierfür werden                                           Sie eine Ökobilanz inklusive Carbon Footprint (PCF) über den                                           kompletten Lebenszyklus von OPV Produkten erstellen. Ziel der                                           Arbeit ist eine Bilanzierung des Herstellprozesses inklusive der                                           eingesetzten Rohstoffe, der Zellenproduktion sowie der                                           Entsorgung.
6050108507	2011-01-11T15:43:48Z	Im Rahmen Ihrer Abschlussarbeit soll die Nachhaltigkeit der                               organischen Photovoltaik untersucht werden. Hierfür werden                               Sie eine Ökobilanz inklusive Carbon Footprint (PCF) über den                               kompletten Lebenszyklus von OPV Produkten erstellen. Ziel der                               Arbeit ist eine Bilanzierung des Herstellprozesses inklusive der                               eingesetzten Rohstoffe, der Zellenproduktion sowie der                               Entsorgung.
6050108507	2011-01-11T15:43:48Z	Sie sind Student/In der Verfahrenstechnik                                  oder des Chemieingenieurwesens und stehen kurz vor dem Ende Ihres                                  Studiums. Idealerweise besitzen Sie Kenntnisse im                                  Bereich Umwelttechnik bzw.Carbon Footprint-Berechnung. Eine                                  starke Kommunikationsfähigkeit, analytisches Denkvermögen sowie                                  sehr gute Englischkenntnisse runden Ihr Profil ab.
6050108507	2011-03-22T06:12:34Z	Als Global Governance und       Quality Manager innerhalb von Performance Materials für       Pigments & Cosmetics (PM-P) sind Sie verantwortlich für       den Aufbau und die Harmonisierung globaler Prozesse und       Richtlinien sowie für interne und externe Audits, die       Einhaltung der Richtlinien ISO 9001 und ISO 14001 und die       Optimierung des Qualitäts-Dokumentensystems für den Bereich       Pigments & Cosmetics.
6050108507	2011-03-22T14:33:11Z	As Global Governance and Quality Manager within Performance   Materials for Pigments & Cosmetics (PM-P), you will be   responsible for establishing and harmonizing global processes and   guidelines. You will further be responsible for internal and   external audits, compliance with ISO 9001 and ISO 14001   regulations, and the optimization of the quality document system   for Pigments & Cosmetics.
6050108507	2011-06-10T23:17:41Z	Product Carbon Footprint
6050108507	2011-06-25T21:00:54Z	Erlangen eines ISO 14001:2004-Gruppenzertifikats
6050108507	2011-06-25T21:00:54Z	Zertifizierung aller 54 Produktionsstandorte nach ISO 14001:2004
6050108507	2011-06-23T19:19:12Z	ISO 14001
6050108507	2011-06-23T19:19:12Z	In 2009, Merck received its first Group certificate in accordance with the international environmental standard ISO 14001; the certificate was renewed in 2010.
6050108507	2011-06-23T19:19:12Z	Auszeichnung für hervorragende Leistungen bei der Reduktion des Carbon Footprint bei Millipore, verliehen durch den New England Clean Energy Council.
6050108507	2011-06-23T19:19:12Z	Auszeichnung für Innovationen und Engagement für Klimaschutzprojekte bei Millipore durch den Finanzdienstleister Maplecroft.
6050108507	2011-06-25T21:02:20Z	Gruppenzertifikat nach ISO 14001
6050108507	2011-06-25T21:02:20Z	Klimaschutzprogramm „EDISON“
6050108507	2011-07-14T06:02:45Z	Energieverbrauch, Treibhausgas-Emissionen und Klimaschutz
6050108507	2011-07-14T06:02:45Z	Nicht nur mit unseren innovativen Produkten, sondern vor allem auch durch die Steigerung der Energieeffizienz in Produktion, Forschung und Verwaltung wollen wir Treibhausgas-Emissionen reduzieren und zum globalen Klimaschutz beitragen. Dazu haben wir uns im Mai 2009 ein ehrgeiziges
6050108507	2011-06-26T06:24:18Z	Wir wollen kontinuierlich besser werden und Energie, Wasser sowie Materialien sparsam und effizient einsetzen. Dies tun wir einerseits, um Kosten zu sparen, andererseits, um unsere Auswirkungen auf die Umwelt zu verringern. Unser Fokus liegt derzeit auf dem Klimaschutz: Unser Ziel ist es, die gesamten direkten und indirekten Treibhausgas-Emissionen bis 2020 um 20 % zu senken – gemessen am Stand von 2006.
6050108507	2011-06-26T06:24:18Z	Zuständig für Umwelt, Sicherheit und Gesundheit bei Merck ist der Vorsitzende der Geschäftsleitung, Karl-Ludwig Kley. Für die weltweite Steuerung aller Umweltschutzmaßnahmen ist die Gruppenfunktion Environment Health Safety Security Quality (EQ) verantwortlich. An allen Merck- Standorten kümmern sich operative Einheiten um den Umweltschutz. EQ kontrolliert mit internen und externen Audits, dass die regulatorischen Vorgaben, Standards und Geschäftsanforderungen eingehalten und umgesetzt werden. Über das gruppenweite elektronische Datenmanagementsystem LION werden regelmäßig umweltrelevante Daten an den Standorten erfasst und an die Zentrale übermittelt, ein Großteil davon jährlich, teils auch unterjährig bis hin zu monatlich. 2009 waren erstmals 54 Produktionsstandorte nach der internationalen Umweltmanagementnorm ISO 14001:2004
6050108507	2011-06-26T06:24:18Z	– zum damaligen Zeitpunkt waren dies sämtliche Produktionsstandorte der Merck-Gruppe. Das Gruppenzertifikat wurde 2010 durch das jährliche, jeweils im Monat November stattfindende Rezertifizierungs-Audit, bei dem elf Standorte stellvertretend für den gesamten Konzern auditiert wurden, bestätigt. Die Überprüfung durch den Zertifizierer ergab, dass alle Anforderungen der Norm ISO 14001:2004 in vollem Umfang erfüllt sind.
6050108507	2011-06-26T06:24:18Z	Zu unseren größten derzeitigen Herausforderungen zählt die Integration der 15 neuen Millipore- Produktionsstandorte in unsere konzernweite EHS-Organisation. Für 2011 ist geplant, die früheren Millipore-Produktionsstandorte in das Gruppenzertifikat nach ISO 14001:2004 einzubeziehen. Zu diesem Zweck arbeiten wir derzeit an der Harmonisierung der Aufbau- und Ablauforganisation und der Harmonisierung der Berichterstattung. Unsere Aufwendungen für Umweltschutz, Gesundheit und Sicherheit beliefen sich im Jahr 2010 auf insgesamt 140 Millionen Euro. Darin enthalten sind Abschreibungen auf Investitionen und laufende Kosten.
6050108507	2011-05-24T09:04:42Z	Der Fokus liegt auf einem ambitionierten Klimaschutz-Ziel: Bis zum Jahr 2020 wollen wir unsere Treibhausgas-Emissionen um 20 % verringern.
6050108507	2011-05-12T03:03:07Z	Bezüglich unserer weit gefächerten Aktivitäten zum betrieblichen Umweltschutz legen wir derzeit den Schwerpunkt auf den Klimaschutz. In diesem Rahmen haben wir uns eine Reduktion der Treibhausgas-Emissionen um 20 % im Jahr 2020 zum Ziel gesetzt. Kernthemen sind außerdem Wasser und Abwasser, Materialverbrauch und Recycling, Biodiversität. Die Prozesssicherheit hat traditionell eine hohe Priorität für Merck – und zwar sowohl unter ökonomischen als auch ökologischen Gesichtspunkten als auch aufgrund des Schutzes unserer Mitarbeiter. Diese umfasst die Planung, den Bau, den bestimmungsgemäßen Betrieb, die Änderungen und die Stilllegung von Produktionsstätten und Lagern.
6050108507	2011-07-12T01:34:35Z	Bezüglich unserer weit gefächerten Aktivitäten zum betrieblichen Umweltschutz legen wir derzeit den Schwerpunkt auf den Klimaschutz. In diesem Rahmen haben wir uns eine
6050108507	2011-04-14T20:01:00Z	Klimaschutz und CO2-Reduktion
6050108507	2011-04-14T20:01:00Z	Den Schwerpunkt unserer Umweltvorsorge liegt auf dem Klimaschutz und Ressourcenschonung.
6050108507	2011-05-13T05:36:20Z	Erlangung eines ISO 14001 Gruppenzertifikats bis Ende 2010
6050108507	2011-01-30T06:40:43Z	As of mid-2009, 28 of our 54 production sites had achieved ISO 14001 international environmental management standard or its                                  equivalent.
6050108507	2011-06-11T06:48:38Z	As of mid-2009, 28 of our 54 production sites had achieved ISO 14001 international environmental management standard or its equivalent.
6050108507	2011-03-17T04:21:43Z	Attain an ISO 14001 certificate for the Merck Group by the end of 2010
2030194842	2011-11-07T10:56:14Z	"Trotz des positiven Trends bei der Stromversorgung kann heute noch kein einziger Staat weltweit auf fossile Energieträger verzichten. Der Grund liegt in der Mobilität mit Verbrennungsmotoren, die auf hauptsächlich aus Erdöl gewonnenen Treibstoffen gründet. Die EU deckte aber 2009 immerhin ein Fünftel ihres Strombedarfs mit Wasser-, Wind- und Solarkraft. Spitzenreiter ist Österreich, das auf der Basis seiner Wasserkraftwerke rund 70 Prozent seines Stroms klimaneutral erzeugt. Finnland erreicht wie Portugal mehr als 30 Prozent. ""Außerhalb der EU sticht Norwegen heraus, das seinen Strom fast ausschließlich aus Wasserkraft gewinnt"", sagt Franz Trieb vom DLR-Institut für Technische Thermodynamik in Stuttgart, verantwortlich für den Bereich Systemanalyse und Technikbewertung."
2030194842	2011-05-23T04:56:02Z	Im Januar 2010 drehten sich allein in Deutschland Windkraftanlagen mit einer installierten Leistung von 25.777 Megawatt. Knapp acht Prozent des deutschen Bruttostromverbrauchs kann so klimaneutral gedeckt werden. Da die windstarken Flächen an Land beschränkt sind, drängen große und kleine Stromerzeuger nun auf das offene Meer. Doch sind Offshore-Windparks tatsächlich viel effizienter?
2030194842	2011-05-23T04:56:02Z	Bis zum Jahr 2016 sollte in der arabischen Wüste die erste klimaneutrale Stadt der Welt, Masdar City, entstehen. 50.000 Menschen sollen dann in Masdar-City ihre Energie vor allem aus Solarkraftwerken beziehen, sich mit Elektromobilen zwischen intelligent gebauten Häusern bewegen und ihren Müll komplett recyceln. Doch vereinzelte Rücktritte von Masdar-Managern nähren nun Gerüchte, dass das ambitionierte Projekt im wahrsten Sinne des Wortes im Sande verlaufen könnte. Waren die Ziele für das 22-Milliarden-Dollar-Projekt zu hoch gesteckt?
2030194842	2011-11-07T10:58:52Z	In January 2010, wind farms in Germany had a generating capacity of 25,777 megawatts. This means that almost eight percent of Germany's electricity requirement can be met in a climate-neutral way. However, since land areas exposed to strong winds are limited, both large and small-scale power-generating businesses are jostling for position out in the open sea. This poses a simple question: are offshore wind farms genuinely more efficient?
2030194842	2011-11-07T10:58:52Z	By 2016, the world's first climate-neutral city - Masdar City - is set to emerge from the sands of the Arabian desert. By that date, 50,000 people in Masdar City should be able to meet their energy needs from solar power stations, to move between their 'intelligent-design' houses in electrically-powered cars, and to recycle all their household waste. Nevertheless, isolated cases of Masdar managers resigning their posts are starting to fuel rumours that this ambitious project may, quite literally, be running itself back into the sand. Were the goals of this 22-billion-dollar project perhaps set too high?
2030194842	2011-10-11T23:31:09Z	"Despite the positive trend in the power generation business, not a single nation on Earth has been able to dispense with fossil fuel to meet its energy needs at this time. The primary reason for this is the mobility provided by internal combustion engines, which are powered primarily by fuels derived from crude oil. However, in 2009, the EU did manage to meet one fifth of its electricity needs from water, wind and solar power. Austria tops this board, producing about 70 percent of its electricity climate-neutrally from hydroelectric power stations. Finland shares second place with Portugal, each at 30 percent. ""Outside the EU, Norway stands out, since it sources almost all of its electricity from hydroelectric power,"" says Franz Trieb from the DLR Institute of Technical Thermodynamics in Stuttgart, where he is responsible for the area of Systems Analysis and Technology Assessment."
2030194842	2011-05-23T01:19:17Z	Einmal steht den afrikanischen Länder natürlich die Ressource Sonne in wesentlich größerem Umfang als in Deutschland zur Verfügung. Deutschland und Europa haben sich sehr hohe Ziele beim Klimaschutz gesetzt, die sie mit den Erneuerbaren Energien in ihren Ländern nicht erreichen können. An dieser Stelle brauchen wir die Unterstützung aus Afrika. Forscher in Europa haben die Technologien für die solarthermische Stromerzeugung entwickelt und gemeinsam mit Unternehmen bis zur industriellen Anwendung gebraucht. In unseren Breiten können wir diese Technologie nicht anwenden, einen Markt gibt es aber ganz klar in den Sonnengürteln der Erde, unter anderem in Afrika. Insgesamt lässt sich einfach sagen, dass beide Seiten von einer Zusammenarbeit enorm profitieren.
2030194842	2011-05-14T00:22:44Z	Der Kleinplanet Eros
2030194842	2011-05-14T00:37:23Z	Strategien zum Klimaschutz
2030194842	2011-05-14T00:37:23Z	Daraus folgende Strategien zum Klimaschutz müssen allerdings stets berücksichtigen, dass die Verminderung der Kondensstreifen-Zirren mitunter die Erhöhung anderer Emissionswerte des Flugverkehrs zur Folge haben kann. Basierend auf den neuen Abschätzungen des DLR-Instituts für Physik der Atmosphäre können nun Vorgehensweisen für den Klimaschutz erarbeitet werden, welche diesen wichtigen Effekt von Kondensstreifen-Zirren mit einbeziehen. Gleichzeitig unternehmen die Atmosphären- und Klimaforscher laufend Anstrengungen die Modellvorhersagen zu optimieren.
2030194842	2011-05-14T05:06:20Z	Im Braunschweiger DLR-Tower stehen die Fluglotsen unter Beobachtung - die Wissenschaftler des DLR messen die Augenbewegungen und die Blickziele der Lotsen während der Arbeit. Wer guckt zu welcher Zeit wohin? Mit Designer-Treibstoffe beschäftigt sich das Stuttgarter DLR-Institut für Verbrennungstechnik. Die Forscher kommen zu dem Ergebnis, dass Designer-Treibstoffe im Vergleich zum herkömmlichen Kerosin umweltfreundlicher und zuverlässiger sein können. Synthetische Treibstoffe auf der Basis von Kohle, Erdgas und Biomasse statt Kerosin bis zum Jahr 2030 - das können sich die Wissenschaftler vorstellen. Möglich wäre damit auch eine klimaneutrale Luftfahrt.
2030194842	2011-05-14T05:06:20Z	Eine Demonstration ihrer erfolgreichen Forschung zeigen DLR-Wissenschaftler auf einer Teststrecke in der Nähe von Aachen: Das neuartige Anti-Kollisions-System RCAS mit einer direkten Zug-zu-Zug-Kommunikation warnt den Zugfahrer rechtzeitig vor möglichen Zusammenstößen auf der Schiene. Für den Aufbau eines Instituts für Solarforschung erhält das DLR vom Land NRW im Mai eine Förderung von insgesamt 27 Millionen Euro. Die Wissenschaftler sollen solarthermische Kraftwerke erforschen, mit denen CO2-freier Strom gewonnen werden kann.
2030194842	2011-05-14T05:06:27Z	Die fünfjährige Projektförderung von SeaKLIM übernahmen das DLR und die Helmholtz-Gemeinschaft zu gleichen Teilen mit insgesamt 250.000 Euro pro Jahr. Im Rahmen dieser Förderung konnte die Nachwuchsgruppe einen Forschungsbeitrag für den Klimaschutz leisten. Nicht zuletzt ihren Studien ist es zu verdanken, dass die internationale Schifffahrt verschärften Regeln zur Minimierung von SO2-Emissionen entgegenblickt.
2030194842	2011-05-14T04:05:20Z	"Die Ergebnisse bestätigen, dass mithilfe von Synthesegasen Brennstoffe für die Energieversorgung bereitgestellt werden können, die die Kraftwerksversorgung von konventionellen Energieträgern unabhängiger und im Betrieb flexibel und umweltfreundlich machen. Das Projekt mit dem Titel ""Brennstoffflexibilisierung für Kombi-Kraftwerke mit der Option eines CO2-freien Betriebs"" wurde in Höhe von 3,8 Millionen Euro jeweils zur Hälfte vom Land Baden-Württemberg und der Industrie gefördert."
2030194842	2011-05-14T04:47:00Z	- Klimaschutz durch Fahrzeugleichtbau
2030194842	2011-05-14T04:06:42Z	Energiethemen sind en vogue. Doch Energieforschung ist keine Modefrage. Sie gehört seit drei Jahrzehnten zum Portfolio des Deutschen Zentrums für Luft- und Raumfahrt (DLR). Das DLR verfügt in diesem Bereich über ebenso vielfältige wie exzellente Kompetenzen. Gefragt sind Techniken, die Energie sparen, sind Möglichkeiten, erneuerbare Energien für eine breite Nutzung zu erschließen genauso wie Beiträge zum Klimaschutz. Das Sonderheft Energie der DLR Nachrichten berichtet über diese Themen.
2030194842	2011-09-10T19:16:38Z	Ebenso bietet das neue Abkommen für Deutschland die Möglichkeit, erfolgreiche Entwicklungen der vergangenen Jahre - wie beispielsweise die Radartechnologie - weiterzuführen. So soll TanDEM-L, eine mögliche Folgemission zu TanDEM-X, unter anderem durch die Messung der weltweiten Biomasse einen wichtigen Beitrag zum Klimaschutz leisten.
5170000916	2011-11-04T06:26:07Z	Abb. 5+6: Lagerung und Transport des Schiefers erfolgt in CO2-neutralen Holzkisten.
